Hospede_ID;Hospede_Nome;CPF;Sexo;Data_Nascimento;Cidade_Origem;UF_Origem;Email;Telefone;Nivel_Fidelidade
HSP-843306;Dorival Alcantara Held;025.066.686-32;M;30/04/1955;Uberlândia;MG;dorivalheld@gmail.com;19986468499;Prata
HSP-855253;Aureliano Lehmann Shimizu;910.385.242-37;M;15.10.80;Campinas;SP;aureliano_shimizu@hotmail.com;(21) 97332-6774;Prata
HSP-645235;Aldenice Merten Cilloni;038.955.465-00;F;15/02/1956;Belo Horizonte;MG;aldenice_cilloni@icloud.com;61968122220;Bronze
HSP-180184;Jaciara Kuroda Battistini;366.325.673-12;F;14/09/2002;São Paulo;SP;jaciarabattistini@hotmail.com;(31) 99879-4350;Ouro
HSP-943750;Elonilda Capelli Amirau;048.866.073-49;F;28-10-1953;Belo Horizonte;MG;elonildaamirau40@outlook.com;(16) 99168-4239;Bronze
HSP-097760;Ivana Archanjo Hammes;371.645.810-45;F;11/06/1982;Ribeirão Preto;SP;ivana_hammes@yahoo.com.br;41989315454;Bronze
HSP-695787;Claro  Bauer Bussotti;528.905.665-36;F;13/05/1988;Salvador;BA;claro.bussotti@yahoo.com.br;(62) 99272-5963;Bronze
HSP-592836;Cleusa Aquino;685.938.062-44;F;01-02-1959;Goiânia;GO;cleusaaquino20@hotmail.com;11980957388;Bronze
HSP-283551;Amaline Arcos Taveira;121.560.387-83;F;26/07/1987;Curitiba;PR;amaline.taveira70@gmail.com;41973526084;Bronze
HSP-504224;Mabele Hofmann Ludwig;911.612.215-14;F;16.08.80;São Paulo;SP;mabele.ludwig@hotmail.com;(81) 99342-7636;bronze
HSP-690733;Cirlette Kroener Adão;933.352.866-00;F;20/03/2001;Londrina;PR;cirlette.adao29@uol.com.br;(61) 97292-1005;Ouro
HSP-098088;Magno Frank Noguchi;718.158.061-25;M;23/12/1960;Belo Horizonte;MG;magnonoguchi73@uol.com.br;(21) 96776-7572;Bronze
HSP-675855;Mônica Fleck Gusmão;186.717.080-98;F;1998-12-30;Recife;PE;monicagusmao19@uol.com.br;41988963669;Bronze
HSP-152172;Natália Couto Aragoni;522.094.003-17;F;31/12/1999;Brasília;DF;natalia_aragoni@gmail.com;16980316950;Bronze
HSP-030991;Noriko Suzuki;620.306.951-57;F;25.12.58;Curitiba;PR;noriko_suzuki87@gmail.com;31964512931;Bronze
HSP-616626;Estela Queiroz Ameral;933.025.598-10;F;12-08-1996;Campinas;SP;estela_ameral@hotmail.com;(11) 97757-3468;Bronze
HSP-567988;Geraldo Ardovino Freyer;961.968.045-61;M;21/11/1968;Recife;PE;geraldo.freyer12@gmail.com;(31) 99090-1802;Ouro
HSP-779872;Cesário Alifonso;608.197.140-62;M;07/03/1971;Campinas;SP;cesarioalifonso@outlook.com;(19) 98309-6335;Prata
HSP-068395;Andiara Greiner Cardoso;627.456.698-85;F;1971-04-09;Niterói;RJ;andiara.cardoso@icloud.com;(62) 99746-6707;Bronze
HSP-366239;Harley Paiva Arão;762.538.476-43;M;30/06/2000;Curitiba;PR;harley_arao@uol.com.br;61967991735;Diamante
HSP-442783;Pompeu Abade Nóbrega;026.297.611-00;M;27.12.50;goiânia;GO;pompeu_nobrega@icloud.com;(62) 97634-8133;Prata
HSP-845996; Ramon Arafat Altino;701.656.277-86;M;13/04/1983;Rio de Janeiro;RJ;ramonaltino21@gmail.com;(61) 99366-9146;Bronze
HSP-293378;Silvano Primo;085.894.961-04;M;27/03/1994;Porto Alegre;RS;silvano_primo47@gmail.com;(61) 99165-3460;Bronze
HSP-112906;Lenivaldo Bertoni Feiler;934.232.210-70;M;1999-08-24;Belo Horizonte;MG;lenivaldofeiler19@uol.com.br;51997535229;Diamante
HSP-857529;Feliciano Arcosi Lobato;377.982.402-76;M;24/09/2004;Curitiba;PR;feliciano.lobato@yahoo.com.br;(62) 96603-4736;Bronze
HSP-010063;Valdir Arcie Amirala;426.578.963-32;M;1961-02-14;Niterói;RJ;valdiramirala65@yahoo.com.br;(16) 99982-5624;Bronze
HSP-917981;Graziele Bartoloni Bauer;442.253.511-06;F;1960-08-13;Goiânia;GO;graziele_bauer@icloud.com;(62) 99101-4056;Prata
HSP-355540;Eraldo Bruno;476.766.608-23;M;30-04-1977;Curitiba;PR;eraldo.bruno@yahoo.com.br;(51) 97314-9201;Diamante
HSP-426873;Aurenice Arduin Maciel;593.152.621-82;F;15.05.51;São Paulo;SP;aurenicemaciel@yahoo.com.br;51989152346;Ouro
HSP-032217;Amairla Souza;964.574.433-46;F;01.08.96;Ribeirão Preto;SP;amairla.souza@uol.com.br;(16) 96396-3006;Prata
HSP-914600;Agnes Boschi;034.344.997-84;F;02/06/1955;Curitiba;PR;agnes_boschi@uol.com.br;(61) 99333-7772;Prata
HSP-507981;Kléber Aguilar Cabral;992.794.376-82;M;16/10/1964;Niterói;RJ;kleber.cabral@yahoo.com.br;51983891737;Prata
HSP-262080;Tobias Seabra;731.483.687-62;M;21/10/1990;Rio de Janeiro;RJ;tobias_seabra@icloud.com;(16) 97047-1104;Prata
HSP-893064;Olivia Kopf;228.212.821-41;F;1970-08-17;Brasília;DF;OLIVIAKOPF@HOTMAIL.COM;(62) 97701-9801;Bronze
HSP-275102;Faustino Calori Mentz;596.920.666-06;M;26/03/1969;Rio de Janeiro;RJ;faustino.mentz@uol.com.br;(61) 96948-2548;Bronze
HSP-575909;Rui Arder Campi;465.124.210-35;M;01/01/1977;Belo Horizonte;MG;rui_campi@yahoo.com.br;(62) 98794-2447;Bronze
HSP-729067;Jandira Brunner;955.859.421-07;F;12/04/1987;Goiânia;GO;jandirabrunner74@hotmail.com;(21) 96854-7719;Bronze
HSP-344453;Quintino Antigao Abilio;861.341.749-39;M;26/08/1963;Rio de Janeiro;RJ;quintino.abilio@hotmail.com;(62) 96096-9973;Bronze
HSP-608818;Reni Makino Marcelino;011.139.154-71;F;10.07.89;Belo Horizonte;MG;renimarcelino@outlook.com;51967514257;Bronze
HSP-250079;Aleyda Archer Santoro;164.790.499-42;F;25-10-2000;Uberlândia;MG;aleyda.santoro62@hotmail.com;(62) 98709-1438;Bronze
HSP-310618;Damira Antelo Hofmann;372.643.205-10;F;09/10/1986;Salvador;BA;damirahofmann@uol.com.br;81977973592;Bronze
HSP-394174;Ilse Hasegawa Elias;011.549.177-54;F;03/08/1949;Ribeirão Preto;SP;ilse.elias@hotmail.com;(19) 96018-7946;bronze
HSP-640956;Amilde Amezola Uchôa;735.867.943-12;F;06.01.50;Goiânia;GO;amildeuchoa@yahoo.com.br;(51) 97112-9129;BRONZE
HSP-868733;Maicon Arnaldi Queirós;458.766.949-08;M;1972-01-07;Salvador;BA;maiconqueiros57@icloud.com;(21) 97428-6793;Ouro
HSP-710341;Benedito Burini Eckhoff;084.896.539-68;M;09/04/2004;Ribeirão Preto;SP;benedito_eckhoff4@hotmail.com;(16) 99296-6724;Prata
HSP-351595;Joselma Noguchi;291.369.648-16;F;2006-11-09;Goiânia;GO;joselma.noguchi@outlook.com;11979444627;Bronze
HSP-082878;Adalmira Carpinetti;510.265.838-70;F;14/12/1975;Campinas;SP;adalmira_carpinetti@yahoo.com.br;(41) 96827-5773;Bronze
HSP-872899;Dilma Arden Ludwig;399.741.592-70;F;26.02.72;Curitiba;PR;dilma.ludwig@uol.com.br;(51) 99351-2143;Prata
HSP-445651;Dalton Zeferino;484.977.973-53;M;14.08.63;Ribeirão Preto;SP;daltonzeferino31@gmail.com;(19) 96357-5318;Bronze
HSP-745808;Adineide Michels Ardiles;526.027.068-17;F;29/04/1983;Porto Alegre;RS;adineide_ardiles97@yahoo.com.br;(11) 97969-2395;Bronze
HSP-985142;Lazaro Accioli Bonetti;998.413.376-14;M;14/09/1971;Londrina;PR;lazarobonetti@outlook.com;62991881191;Prata
HSP-838824;Kira Araújo;783.847.848-09;F;23/03/1971;Ribeirão Preto;SP;kira.araujo@hotmail.com;(51) 98119-6755;Bronze
HSP-886456;Adilma Engler Ardito;317.883.643-84;F;10/11/2006;Curitiba;PR;adilmaardito@yahoo.com.br;(16) 99048-9507;Bronze
HSP-569950;Maiana Canellas Calori;207.560.526-29;F;2003-10-10;Curitiba;PR;maianacalori@gmail.com;(21) 99044-6924;Bronze
HSP-641068;Silvano Correia Marcelino;356.540.307-10;M;06/11/1953;Recife;PE;silvanomarcelino@gmail.com;(61) 97127-1985;Bronze
HSP-196259;Toshio Siqueira;004.231.820-30;M;20/12/1996;São Paulo;SP;toshiosiqueira@uol.com.br;(31) 99308-1908;Bronze
HSP-299357;Jara Portela;385.779.739-80;F;1956-09-04;São Paulo;SP;jaraportela@hotmail.com;51994036398;Bronze
HSP-548151;Alcilene Esteves Held;429.518.525-68;F;01/12/1999;Niterói;RJ;alcilene_held@icloud.com;(19) 99170-9648;Bronze
HSP-914783;Eulalio Appolonio Cunha;448.761.504-60;M;12/09/2002;Belo Horizonte;MG;eulaliocunha@uol.com.br;(21) 99624-6330;Bronze
HSP-422348;Jario Muniz Ardila;955.593.558-01;M;30/08/1981;Curitiba;PR;jarioardila8@uol.com.br;(31) 98719-3499;Prata
HSP-692512;Claudilene Bauer Michels;123.872.493-05;F;16/12/1966;Uberlândia;MG;claudilene_michels@uol.com.br;11960699084;Bronze
HSP-857427;Antero Hanauer Aragoni;166.239.567-19;M;26/05/1958;Curitiba;PR;antero.aragoni47@uol.com.br;(41) 97407-1489;Ouro
HSP-311711;Rolf Michels Calvi;765.314.513-27;M;22/08/2005;Recife;PE;rolf_calvi82@gmail.com;(11) 97388-5635;Bronze
HSP-638989;Cândida Bordonaro Chiappetta;683.357.668-86;F;09.08.75;Porto Alegre;RS;candida.chiappetta@uol.com.br;(61) 99107-1127;Bronze
HSP-702433;Larice Cardoso;785.219.793-04;F;24/01/1970;Goiânia;GO;larice.cardoso@yahoo.com.br;11991884974;Bronze
HSP-956003; Wolmir Alvelos;839.111.532-10;M;25/01/1961;Recife;PE;wolmir.alvelos37@gmail.com;(11) 98503-4110;Prata
HSP-096856;Valdir Marchetti Boschi;821.889.384-96;M;22-10-1954;Salvador;BA;valdir_boschi@yahoo.com.br;62964067753;Bronze
HSP-752611;Clarissa Brunetti Carnevali;664.742.644-20;F;22/05/1995;Niterói;RJ;clarissa.carnevali83@uol.com.br;(41) 99139-3727;Bronze
HSP-730648;Lilian Krebs Boni;449.924.687-30;F;25/03/1954;Salvador;BA;lilianboni33@yahoo.com.br;(81) 96889-6487;Bronze
HSP-612967;Domingos Feiler Meissner;908.964.966-27;M;12/08/1979;Brasília;DF;domingos_meissner@uol.com.br;21999262994;Bronze
HSP-681341;Jacinto Pinheiro Boschi;037.337.840-81;M;15/03/1949;Ribeirão Preto;SP;jacinto_boschi@gmail.com;(41) 98108-7777;Bronze
HSP-297338;Arleuda Almeidal Engel;576.578.680-40;F;10/07/1962;Salvador;BA;ARLEUDA.ENGEL@OUTLOOK.COM;(21) 99480-3158;Ouro
HSP-692991;Milice Kubota Ardenna;056.146.534-73;F;31/01/1984;Brasília;DF;milice_ardenna8@outlook.com;(31) 96359-9357;Bronze
HSP-120555;Cleusa Saito Coelho;056.513.358-62;F;08/06/1974;Niterói;RJ;cleusa_coelho12@icloud.com;(51) 96768-4041;Bronze
HSP-145771;Marceliano Hayakawa Löffler;381.060.891-26;M;18.02.89;Brasília;DF;marcelianoloffler@gmail.com;11974893475;Bronze
HSP-487957;Iarley Amanta;599.052.702-05;M;24.02.76;Curitiba;PR;iarley_amanta@yahoo.com.br;(21) 99921-2852;Prata
HSP-904773;Adineide Adorno Angeli;306.109.221-81;F;05/07/1979;São Paulo;SP;adineide_angeli@yahoo.com.br;51973894295;Bronze
HSP-026420;Elzira Michels Bonetti;666.560.233-80;F;09/08/1993;Niterói;RJ;elzira_bonetti53@outlook.com;(61) 98089-1363;Ouro
HSP-141026;Judite Ito Emmel;702.751.005-70;F;25/02/1977;Porto  Alegre;RS;juditeemmel@icloud.com;(19) 98252-8986;Bronze
HSP-790584;Franco Oliveira Ecker;932.353.933-31;M;09/09/2000;Salvador;BA;franco.ecker@outlook.com;51981695618;Bronze
HSP-851872;Benedita Feiler Matsuda;242.646.855-67;F;24/06/2002;Niterói;RJ;beneditamatsuda4@hotmail.com;(11) 97247-2127;Bronze
HSP-706133;Edilson Brandt Americo;336.330.575-36;M;26/07/2004;Goiânia;GO;edilsonamerico60@icloud.com;(11) 96011-9851;Diamante
HSP-060487;Giselda Calvi Bignami;701.259.283-43;F;26/03/1967;Salvador;BA;giselda.bignami@icloud.com;(81) 99050-8711;Bronze
HSP-134064;Karl Ameixoeira Held;393.010.559-45;M;13/01/1960;Brasília;DF;karl.held@uol.com.br;62967745052;Bronze
HSP-457223;Heleno Barreto Heller;452.593.570-78;M;09/10/1949;Curitiba;PR;helenoheller@yahoo.com.br;(61) 96027-5275;Prata
HSP-319116;Rita  Hasegawa;260.261.186-75;F;16/05/1949;Goiânia;GO;ritahasegawa@gmail.com;(21) 96108-4609;Bronze
HSP-805608;Juliana Ardena Sampaio;276.280.587-28;F;16-07-1982;Recife;PE;juliana_sampaio@yahoo.com.br;(11) 96346-5547;Bronze
HSP-136754;Isabel Hornburg Aguilar;607.735.956-43;F;27/06/1998;Rio de Janeiro;RJ;isabelaguilar@icloud.com;(21) 98428-3740;Bronze
HSP-298967;Ian Gusmão Astori;892.500.751-70;M;06.07.71;Porto Alegre;RS;ian_astori@outlook.com;(62) 97704-8747;Bronze
HSP-445924;Linério Gusmão Amevo;359.958.438-93;M;16/05/1997;Rio de Janeiro;RJ;linerio.amevo@uol.com.br;(81) 98417-8695;Bronze
HSP-603261;Nilson Pessoa Teixeira;671.919.699-54;M;23/04/2000;Niterói;RJ;nilson.teixeira31@icloud.com;(11) 96871-2250;Prata
HSP-655773;Maguinaldo Amilhoa Battaglini;355.262.029-09;M;19/09/1978;São Paulo;SP;maguinaldobattaglini71@yahoo.com.br;51979669260;Diamante  
HSP-561712;Frederico Amilis;222.931.778-40;M;02/05/1971;Rio de Janeiro;RJ;frederico_amilis2@hotmail.com;81986665536;Bronze
HSP-964480;Harumi Arden Miranda;431.243.453-04;F;17.04.78;Porto Alegre;RS;harumi_miranda90@gmail.com;(21) 98825-6413;Bronze
HSP-165715;Giovana Aoki;575.629.433-38;F;17/04/1966;Rio de Janeiro;RJ;GIOVANAAOKI69@YAHOO.COM.BR;(16) 99999-1078;Bronze
HSP-296280;Audirene Koch;104.279.749-84;F;1983-01-31;Recife;PE;audirene.koch75@hotmail.com;21997711022;Diamante
HSP-669621;Jonilson Agueda;935.753.848-86;M;22/01/1950;Goiânia;GO;jonilsonagueda12@outlook.com;(16) 96153-4090;Bronze
HSP-882963;Darlane Kirst Castilho;455.462.021-22;F;18/03/1999;Ribeirão Preto;SP;darlane.castilho33@yahoo.com.br;(81) 98904-3779;Ouro
HSP-722230;Alcino Cavallini Rodrigues;954.700.603-73;M;12/01/2000;Salvador;BA;alcinorodrigues@gmail.com;(11) 97808-6856;Ouro
HSP-270191;Pompeu Flor;175.616.809-10;M;26/10/2000;Rio de Janeiro;RJ;pompeu_flor@icloud.com;(21) 98165-6501;Bronze
HSP-438139;Giseli Belotti;156.581.791-57;F;1989-10-30;Ribeirão Preto;SP;giselibelotti@yahoo.com.br;(62) 96698-1975;Prata
HSP-051661;Quelita Bohm Apuzzo;994.814.140-78;F;29/03/1992;Rio de Janeiro;RJ;quelita.apuzzo66@outlook.com;(19) 99691-4105;Ouro
HSP-011713;Antero Kunz;020.984.469-85;M;16/09/1993;Porto Alegre;RS;ANTEROKUNZ@UOL.COM.BR;(19) 97651-6963;Bronze
HSP-495238;Joele Espírito Santo;591.644.915-10;F;02/05/1994;Goiânia;GO;joele.santo@icloud.com;(21) 98292-1416;Bronze
HSP-823851;Edvaldo Barros;342.840.224-31;M;13/04/1979;Goiânia;GO;edvaldo_barros51@yahoo.com.br;(21) 98579-4976;Bronze
HSP-154043;BRUNO DREES;429.398.766-57;M;19/10/1984;Belo Horizonte;MG;bruno_drees70@icloud.com;(16) 97993-3196;Bronze
HSP-802207;Brenno Ardene Frank;109.724.725-25;M;21/04/1981;Rio de Janeiro;RJ;brenno_frank45@outlook.com;(21) 97789-9713;Bronze
HSP-797256;Douglas Takahashi;381.828.936-07;M;15/07/1968;Niterói;RJ;douglastakahashi86@icloud.com;(31) 99182-8527;Bronze
HSP-262946;IVELMA OTA;189.959.311-08;F;12/12/2003;Londrina;PR;ivelmaota@uol.com.br;(81) 96766-2325;Bronze
HSP-738990;Djalma Diehl;750.884.949-39;M;24.07.65;Londrina;PR;djalmadiehl@yahoo.com.br;(41) 99204-6677;Bronze
HSP-298936;Yoshiko Langer Lang;484.542.259-00;F;02/03/2001;Rio de Janeiro;RJ;yoshiko_lang26@hotmail.com;(11) 99041-6364;Bronze
HSP-639790;Joseilton Carneiro Antonas;674.513.636-86;M;31.10.88;Brasília;DF;joseilton_antonas@gmail.com;(61) 99006-1498;Bronze
HSP-218458;Aldaci Bonato Abilio;032.381.281-32;F;1994-11-21;Rio de Janeiro;RJ;aldaci_abilio68@uol.com.br;(81) 99072-4769;Bronze
HSP-891943;Aruca Metz Schaefer;963.731.149-10;F;15/10/1978;Niterói;RJ;aruca.schaefer14@gmail.com;(62) 98063-7598;Prata
HSP-752808;Adão Manske;818.036.485-20;M;07/07/1977;Londrina;PR;adaomanske5@gmail.com;(31) 96277-9205;Bronze
HSP-005906;Boaventura Burini;787.321.499-05;M;16/09/1958;São Paulo;SP;boaventuraburini@gmail.com;(41) 98722-3103;Bronze
HSP-273103;Alexsandro Ardaillon;004.601.041-60;M;18/01/1963;Curitiba;PR;alexsandro.ardaillon44@outlook.com;(61) 99932-8458;Ouro
HSP-612948;Iris Ikeda;721.761.898-33;F;06/05/1994;Uberlândia;MG;irisikeda@icloud.com;(62) 99711-8437;Bronze
HSP-246125;Biah Meller Heil;893.972.048-23;F;22/10/2001;Niterói;RJ;biah_heil36@outlook.com;21984045143;Ouro
HSP-678215;Celmira Acosta Krueger;079.640.315-54;F;06/12/1999;Goiânia;GO;celmira_krueger@uol.com.br;(61) 98538-4157;Bronze
HSP-709867;Leocádio Emmel Bonetti;927.195.406-84;M;27/05/1972;Ribeirão Preto;SP;leocadio.bonetti@yahoo.com.br;(16) 96034-3298;Bronze
HSP-520836;Satoshi Lobato Gripp;535.440.789-37;M;13/05/1966;Belo Horizonte;MG;satoshigripp@yahoo.com.br;(62) 99582-9611;Bronze
HSP-416907;Ismael Goncalves;471.124.617-74;M;14/01/2004;Londrina;PR;ismael_goncalves@uol.com.br;11996555579;Prata
HSP-452291;Márcio Diesel Amezola;447.049.867-05;M;30/10/1970;Brasília;DF;marcio.amezola3@gmail.com;(62) 97897-8638;Bronze
HSP-766274;Wanderlei Santoro;246.689.974-47;M;1965-12-13;Porto Alegre;RS;wanderleisantoro@icloud.com;11990914502;Prata
HSP-457952;Anselmo Aldeia;924.704.811-71;M;1965-11-17;Campinas;SP;ANSELMOALDEIA12@UOL.COM.BR;(19) 99144-5725;Bronze
HSP-968071;Ítalo Ávila;591.700.343-20;M;19/10/1983;Niterói;RJ;italo_avila94@hotmail.com;(61) 99638-7247;Bronze
HSP-338620;Arcelino Beserra;541.119.020-73;F;02/09/1988;Porto Alegre;RS;arcelino_beserra14@hotmail.com;(19) 98660-4340;Bronze
HSP-264969;Cauã Macedo Ximenes;538.425.611-72;M;06.10.79;Campinas;SP;caua_ximenes88@outlook.com;(81) 98338-6096;Bronze
HSP-347851;Jaqueline Basílio Ambrogio;829.508.149-72;F;14/12/1977;Curitiba;PR;jaquelineambrogio@icloud.com;(51) 99962-1514;Bronze
HSP-323026;Renildo Anghetti;528.805.075-96;M;14/09/1957;Porto Alegre;RS;renildo.anghetti@icloud.com;(62) 96360-8390;Bronze
HSP-274429;Libânio Cilento Marinho;964.930.464-91;M;15/04/1991;Porto Alegre;RS;libanio.marinho2@yahoo.com.br;81981799372;Ouro
HSP-332428;Policarpo Amernes Maske;854.609.121-80;M;20/06/1966;Rio de Janeiro;RJ;policarpo.maske@outlook.com;(11) 97916-3574;Prata
HSP-045988;Alicia Antoniolli Aramburu;247.079.262-23;F;09/08/2003;Brasília;DF;alicia_aramburu@gmail.com;(16) 97215-4297;Prata
HSP-087972;Quintino Battistini;988.442.789-52;M;28/02/1974;Rio de Janeiro;RJ;QUINTINO_BATTISTINI32@YAHOO.COM.BR;(21) 99220-9181;Bronze
HSP-673687;Kassia Calvani Fleck;127.317.427-55;F;12/01/1980;Uberlândia;MG;kassiafleck30@hotmail.com;(31) 99816-5585;Bronze
HSP-894148;Leonidas Aragoni;040.465.511-43;M;24/02/1972;Belo Horizonte;MG;leonidas.aragoni@hotmail.com;(62) 96325-3011;Ouro
HSP-560726;Jânio  Muniz;952.827.677-67;M;25.09.95;Londrina;PR;janio_muniz80@hotmail.com;61988635341;Bronze
HSP-752471;Waldemar Yamada Angeli;510.026.077-79;M;24.07.95;Londrina;PR;waldemar.angeli25@icloud.com;51999069551;Diamante
HSP-094101;Karla Holzschuh Fuchs;898.318.730-17;F;12/12/1962;Belo Horizonte;MG;karlafuchs@outlook.com;(11) 97950-4433;Bronze
HSP-419975;Naoki Bertoni Esteves;027.590.826-79;M;30/07/1952;Rio de Janeiro;RJ;naokiesteves@gmail.com;(81) 96240-8734;Bronze
HSP-489157;Moisés Amiraldo;452.395.960-93;M;23-02-1951;Ribeirão Preto;SP;moises.amiraldo10@outlook.com;(81) 99714-9455;Bronze
HSP-701095;Cirlette Inoue;060.941.750-93;F;18-07-1967;Porto Alegre;RS;cirlette.inoue@icloud.com;(51) 96498-4621;Bronze
HSP-437435;Théo Aldeia Arcillas;095.914.504-43;M;17/07/1969;Goiânia;GO;theoarcillas@yahoo.com.br;(31) 99691-5064;Bronze
HSP-459192;Amire Chierichetti Grimaldi;204.384.504-77;F;1996-01-12;Brasília;DF;amire_grimaldi63@yahoo.com.br;(51) 98713-4168;Prata
HSP-489732;Lorenita Antelmo;078.869.858-34;F;11/12/1997;Curitiba;PR;LORENITA_ANTELMO@UOL.COM.BR;21999222409;Prata
HSP-920425;Rangel Meissner Hayashi;895.377.012-20;M;10/12/1993;Ribeirão Preto;SP;rangel_hayashi@gmail.com;(19) 99033-5357;Bronze
HSP-994042;Vivian Arafat Altino;793.651.875-40;F;20/04/1984;Rio de Janeiro;RJ;vivian_altino@hotmail.com;(19) 99686-3286;Bronze
HSP-713899;Valmir Sardinha Hasegawa;230.085.789-85;M;19/10/1976;Belo Horizonte;MG;valmir_hasegawa@gmail.com;61969583324;Bronze
HSP-578834;Rosa Jahn Hofer;836.903.034-35;F;21/11/2006;São Paulo;SP;rosa.hofer@hotmail.com;(19) 97385-4097;Bronze
HSP-286888;Benjamin Ehrlich Maske;070.600.746-86;M;31/05/1959;Londrina;PR;benjamin.maske@hotmail.com;(41) 99571-8293;Bronze
HSP-982346;Kauan Appolonio Aguiar;638.762.157-73;M;17/09/1963;Londrina;PR;KAUANAGUIAR@OUTLOOK.COM;(11) 99027-6325;Bronze
HSP-177324;Michiko Meissner Lutterbeck;531.419.887-81;F;17/07/1960;Campinas;SP;michiko.lutterbeck@icloud.com;(51) 98810-3818;Bronze
HSP-558881;Lênio Astori;590.071.320-24;M;18/11/1987;Londrina;PR;lenio_astori@uol.com.br;(51) 99780-6752;Diamante
HSP-196303;Damineide Lacerda Hanauer;893.911.645-36;F;27/08/1983;Niterói;RJ;damineide_hanauer@yahoo.com.br;(16) 99079-7545;bronze
HSP-435157;Dinélia Marchetti Hornburg;529.645.521-50;F;05/12/1984;Brasília;DF;dinelia_hornburg@outlook.com;81985529802;Prata
HSP-413710;Jara  Aquino;185.069.298-06;F;16/07/1962;Goiânia;GO;jara_aquino@hotmail.com;(62) 97768-5515;Bronze
HSP-845280;Wellington Kubota Nonato;303.183.933-10;M;16/04/1970;Curitiba;PR;wellington.nonato@gmail.com;21992809328;Bronze
HSP-535312;Tatiara Koerich;296.151.436-34;F;08-12-1984;Porto Alegre;RS;tatiarakoerich@outlook.com;61978629573;Prata
HSP-157023;Diógenes Kobayashi;669.633.895-00;M;04/07/1958;Recife;PE;diogeneskobayashi@uol.com.br;(19) 98720-5101;Bronze
HSP-966797;Seiji Ambrogio Novais;624.694.762-08;M;13/10/1972;Porto Alegre;RS;seijinovais88@uol.com.br;(51) 96562-8071;Bronze
HSP-476908;Francisca Apolonia Hayashi;271.909.520-63;F;25/07/1968;Belo Horizonte;MG;francisca.hayashi@icloud.com;16966502652;Bronze
HSP-687388;Hélio Arconi Prado;462.201.656-75;M;16/10/2003;Recife;PE;helio_prado31@uol.com.br;41987776780;Bronze
HSP-336022;Jonailton Cervantes;755.984.142-28;M;18/09/1995;Belo Horizonte;MG;jonailton.cervantes37@uol.com.br;(51) 96776-6677;Prata
HSP-289586;Heleno Heck Almeida;997.024.404-32;M;1953-08-29;Uberlândia;MG;heleno.almeida80@gmail.com;(16) 97983-2576;Bronze
HSP-746243;Zito Engler Chagas;761.727.573-00;M;01/12/1995;Belo Horizonte;MG;zito_chagas72@gmail.com;(51) 97917-2594;Bronze
HSP-575861;Palmério Lüdtke Falcão;021.501.343-30;M;06/05/1985;Porto Alegre;RS;palmeriofalcao7@yahoo.com.br;(31) 97935-9840;Prata
HSP-428586;Elonice Cervantes;903.719.127-41;F;16/06/1967;Uberlândia;MG;elonice_cervantes@uol.com.br;61972908568;Bronze
HSP-469093;Arcanjo Azambuja;591.004.436-20;M;22/06/1999;Uberlândia;MG;ARCANJO_AZAMBUJA@YAHOO.COM.BR;(51) 97188-5112;Bronze
HSP-217900;Lênio Amirate Lemke;227.683.527-30;M;05/03/1999;Recife;PE;leniolemke81@uol.com.br;(16) 99775-9935;Bronze
HSP-172058;Tatiara Falcão Duarte;632.586.775-06;F;04/12/1987;Recife;PE;tatiara_duarte@uol.com.br;(19) 96493-8855;Prata
HSP-224212;Maciel Danner Ogawa;656.841.546-46;M;05/01/2005;Ribeirão Preto;SP;macielogawa16@yahoo.com.br;(61) 98027-4342;Bronze
HSP-363835;Alessandra Hauck Figueira;560.033.752-30;F;05/09/1962;Uberlândia;MG;alessandra.figueira@yahoo.com.br;(51) 98112-5199;Bronze
HSP-910239;Dalton Amirau;537.237.660-05;M;01-01-1991;Rio de Janeiro;RJ;DALTON_AMIRAU19@YAHOO.COM.BR;(51) 96876-1940;Prata
HSP-715107;César Amerino;524.392.295-12;M;17/09/1987;Campinas;SP;cesar.amerino87@icloud.com;(51) 98325-7457;Ouro
HSP-668105;Mainar Marques Inoue;834.767.900-29;M;15-09-1968;Uberlândia;MG;mainar_inoue@outlook.com;51976358060;Prata
HSP-460962;Yoshiko Danner Uchôa;682.508.559-06;F;06.08.87;Goiânia;GO;yoshiko.uchoa82@yahoo.com.br;(31) 98338-8810;Bronze
HSP-371297;Nerivaldo Amirala Pinheiro  ;689.270.472-73;M;14/09/1994;Belo Horizonte;MG;nerivaldo.pinheiro@icloud.com;(41) 97037-5119;Bronze
HSP-927359;Amiriane Esteves Peixoto;862.886.887-97;F;11-07-1998;Porto  Alegre;RS;amirianepeixoto@outlook.com;51984745174;Bronze
HSP-096382;Aguinaldo Ardene Cassaro;440.883.318-50;M;1975-03-12;Recife;PE;aguinaldo.cassaro@gmail.com;19983724123;bronze
HSP-672967;Dinalva Anunciato Sampaio;980.122.016-31;F;1995-05-19;Uberlândia;MG;dinalva.sampaio98@outlook.com;(31) 96127-1096;Bronze
HSP-018372;Adão Chaves Hanauer;140.982.127-73;M;09/02/1988;Rio de Janeiro;RJ;adao.hanauer16@uol.com.br;(81) 99748-7986;Bronze
HSP-308264;Rosmary Galvão;569.000.191-02;F;02/09/1951;Rio de Janeiro;RJ;rosmary_galvao@outlook.com;41993623853;BRONZE
